LastName,FirstName,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName,RelUncertaintyPercent,OrigObsDataID,ErrorRisk,Reference,Comment,StdValueStr
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Ceanothus spinosus,11328,Ceanothus spinosus,1727279,12536099,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2543,Minimum midday xylem pressure potential,Pmin midday (Mpa),-6.2,Mpa,Pmin midday (Mpa),-6.2,Mpa,Single,,,,-6.2,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",Minimum midday xylem pressure potential,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Ceanothus spinosus,11328,Ceanothus spinosus,1727280,12536126,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2543,Minimum midday xylem pressure potential,Pmin midday (Mpa),-5.34,Mpa,Pmin midday (Mpa),-5.34,Mpa,Single,,,,-5.34,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",Minimum midday xylem pressure potential,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Ceanothus spinosus,11328,Ceanothus spinosus,1727281,12536228,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2543,Minimum midday xylem pressure potential,Pmin midday (Mpa),-5.3,Mpa,Pmin midday (Mpa),-5.3,Mpa,Single,,,,-5.3,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",Minimum midday xylem pressure potential,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Ceanothus spinosus,11328,Ceanothus spinosus,1727282,12536324,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2543,Minimum midday xylem pressure potential,Pmin midday (Mpa),-5.295,Mpa,Pmin midday (Mpa),-5.295,Mpa,Single,,,,-5.295,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",Minimum midday xylem pressure potential,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Ceanothus spinosus,11328,Ceanothus spinosus,1727283,12536425,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2543,Minimum midday xylem pressure potential,Pmin midday (Mpa),-5.1,Mpa,Pmin midday (Mpa),-5.1,Mpa,Single,,,,-5.1,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",Minimum midday xylem pressure potential,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Ceanothus spinosus,11328,Ceanothus spinosus,1727283,12536424,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2542,Minimum predawn xylem pressure potential,Pmin predawn (Mpa),-4.7,Mpa,Pmin predawn (Mpa),-4.7,Mpa,Single,,,,-4.7,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",Minimum predawn xylem pressure potential,
Dahlin,Kyla,293,Jasper Ridge leaf chemistry data,Cercocarpus betuloides,11865,Cercocarpus montanus,2499385,20541417,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",4081,Leaf dry fraction,LDMC,0.518,g/g,dry.frac,0.518,g dry mass / g fresh mass,Single,,,,0.518,g/g,,,0.862216,"Dahlin KM, Asner GP & CB Field (2013) Environmental and community controls on plant canopy chemistry in a Mediterranean-type ecosystem. Proceedings of the National Academy of Sciences USA. 110(17): 6895-6900",dry frac: dry weight/ wet weight,
Dahlin,Kyla,293,Jasper Ridge leaf chemistry data,Cercocarpus betuloides,11865,Cercocarpus montanus,2499408,20541670,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",4081,Leaf dry fraction,LDMC,0.469,g/g,dry.frac,0.469,g dry mass / g fresh mass,Single,,,,0.469,g/g,,,0.719485,"Dahlin KM, Asner GP & CB Field (2013) Environmental and community controls on plant canopy chemistry in a Mediterranean-type ecosystem. Proceedings of the National Academy of Sciences USA. 110(17): 6895-6900",dry frac: dry weight/ wet weight,
Dahlin,Kyla,293,Jasper Ridge leaf chemistry data,Cercocarpus betuloides,11865,Cercocarpus montanus,2499410,20541692,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",4081,Leaf dry fraction,LDMC,0.506,g/g,dry.frac,0.506,g dry mass / g fresh mass,Single,,,,0.506,g/g,,,0.72129,"Dahlin KM, Asner GP & CB Field (2013) Environmental and community controls on plant canopy chemistry in a Mediterranean-type ecosystem. Proceedings of the National Academy of Sciences USA. 110(17): 6895-6900",dry frac: dry weight/ wet weight,
Dahlin,Kyla,293,Jasper Ridge leaf chemistry data,Cercocarpus betuloides,11865,Cercocarpus montanus,2499411,20541703,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",4081,Leaf dry fraction,LDMC,0.486,g/g,dry.frac,0.486,g dry mass / g fresh mass,Single,,,,0.486,g/g,,,0.478816,"Dahlin KM, Asner GP & CB Field (2013) Environmental and community controls on plant canopy chemistry in a Mediterranean-type ecosystem. Proceedings of the National Academy of Sciences USA. 110(17): 6895-6900",dry frac: dry weight/ wet weight,
Jansen,Steven,187,Xylem Functional Traits (XFT) Database: Nature Subset,Cercocarpus betuloides,11865,Cercocarpus montanus,1393270,10183520,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-7.46,MPa,P50,-7.46,MPa,Single,,,,-7.46,Mpa,,,,"Brendan Choat,  Steven Jansen et al. (2012) Global convergence in the vulnerability of forests to drought. Nature 491, 752ñ755 doi:10.1038/nature11688",Xylem water potential at which 50% of conductivity is lost (?50),
Pausas,Juli,440,P50R - A global P50 & Resprouting Database,Cercocarpus betuloides,11865,Cercocarpus montanus,2754477,25379178,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-7.46,MPa,Choat et al. 2012 reported ?50 (MPa),-7.46,MPa,Single,,,,-7.46,Mpa,,,,"Pausas, J. G., Pratt, R. B., Keeley, J. E., Jacobsen, A. L., Ramirez, A. R., Vilagrosa, A. , Paula, S. , Kaneakua&#8208;Pia, I. N. and Davis, S. D. (2016), Towards understanding resprouting at the global scale. New Phytol, 209: 945-954. doi:10.1111/nph.13644",,
Pausas,Juli,440,P50R - A global P50 & Resprouting Database,Cercocarpus betuloides,11865,Cercocarpus montanus,2754477,25379182,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",6913,Mean P50 including only data from flushed curve,P50 (MPa),-7.46,MPa,Mean ?50 (F only) (MPa),-7.46,MPa,Single,,,,-7.46,Mpa,,,,"Pausas, J. G., Pratt, R. B., Keeley, J. E., Jacobsen, A. L., Ramirez, A. R., Vilagrosa, A. , Paula, S. , Kaneakua&#8208;Pia, I. N. and Davis, S. D. (2016), Towards understanding resprouting at the global scale. New Phytol, 209: 945-954. doi:10.1111/nph.13644",,
Pausas,Juli,440,P50R - A global P50 & Resprouting Database,Cercocarpus betuloides,11865,Cercocarpus montanus,2754477,25379181,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",6912,Mean P50 including all data,P50 (MPa),-7.46,MPa,Mean ?50 (with all) (MPa),-7.46,MPa,Single,,,,-7.46,Mpa,,,,"Pausas, J. G., Pratt, R. B., Keeley, J. E., Jacobsen, A. L., Ramirez, A. R., Vilagrosa, A. , Paula, S. , Kaneakua&#8208;Pia, I. N. and Davis, S. D. (2016), Towards understanding resprouting at the global scale. New Phytol, 209: 945-954. doi:10.1111/nph.13644",,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Cercocarpus betuloides,11865,Cercocarpus montanus,1727296,12537635,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-7.46,Mpa,P50 (MPa),-7.46,Mpa,Single,,,,-7.46,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 50% of the maximum hydraulic conductivity is lost,
Manzoni,Stefano,197,Plant Hydraulic Traits,Cercocarpus betuloides,11865,Cercocarpus montanus,4523058,50617638,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-6.466347517,Mpa,Water potential at 50% loss of conductivity Psi_50 (MPa),-6.466347517,Mpa,Mean,,,,-6.466347517,Mpa,,,,"Manzoni S, Giulia Vico, Amilcare Porporato, Gabriel Katul (2013) Biological constraints on water transport in the soilñplantñatmosphere system. Advances in Water Resources  51:292ñ304",,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Cercocarpus betuloides,11865,Cercocarpus montanus,1727296,12537640,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2543,Minimum midday xylem pressure potential,Pmin midday (Mpa),-6.8,Mpa,Pmin midday (Mpa),-6.8,Mpa,Single,,,,-6.8,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",Minimum midday xylem pressure potential,
Jansen,Steven,187,Xylem Functional Traits (XFT) Database: Nature Subset,Cercocarpus betuloides,11865,Cercocarpus montanus,1393420,10186196,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-5.8,MPa,P50,-5.8,MPa,Single,,,,-5.8,Mpa,,,,"Brendan Choat,  Steven Jansen et al. (2012) Global convergence in the vulnerability of forests to drought. Nature 491, 752ñ755 doi:10.1038/nature11688",Xylem water potential at which 50% of conductivity is lost (?50),
Pausas,Juli,440,P50R - A global P50 & Resprouting Database,Cercocarpus betuloides,11865,Cercocarpus montanus,2754480,25379204,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-5.8,MPa,Choat et al. 2012 reported ?50 (MPa),-5.8,MPa,Single,,,,-5.8,Mpa,,,,"Pausas, J. G., Pratt, R. B., Keeley, J. E., Jacobsen, A. L., Ramirez, A. R., Vilagrosa, A. , Paula, S. , Kaneakua&#8208;Pia, I. N. and Davis, S. D. (2016), Towards understanding resprouting at the global scale. New Phytol, 209: 945-954. doi:10.1111/nph.13644",,
Pausas,Juli,440,P50R - A global P50 & Resprouting Database,Cercocarpus betuloides,11865,Cercocarpus montanus,2754480,25379208,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",6913,Mean P50 including only data from flushed curve,P50 (MPa),-5.8,MPa,Mean ?50 (F only) (MPa),-5.8,MPa,Single,,,,-5.8,Mpa,,,,"Pausas, J. G., Pratt, R. B., Keeley, J. E., Jacobsen, A. L., Ramirez, A. R., Vilagrosa, A. , Paula, S. , Kaneakua&#8208;Pia, I. N. and Davis, S. D. (2016), Towards understanding resprouting at the global scale. New Phytol, 209: 945-954. doi:10.1111/nph.13644",,
Pausas,Juli,440,P50R - A global P50 & Resprouting Database,Cercocarpus betuloides,11865,Cercocarpus montanus,2754480,25379207,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",6912,Mean P50 including all data,P50 (MPa),-5.8,MPa,Mean ?50 (with all) (MPa),-5.8,MPa,Single,,,,-5.8,Mpa,,,,"Pausas, J. G., Pratt, R. B., Keeley, J. E., Jacobsen, A. L., Ramirez, A. R., Vilagrosa, A. , Paula, S. , Kaneakua&#8208;Pia, I. N. and Davis, S. D. (2016), Towards understanding resprouting at the global scale. New Phytol, 209: 945-954. doi:10.1111/nph.13644",,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Cercocarpus betuloides,11865,Cercocarpus montanus,1727298,12537831,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-5.8,Mpa,P50 (MPa),-5.8,Mpa,Single,,,,-5.8,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 50% of the maximum hydraulic conductivity is lost,
Butterfield,Bradley,159,Traits of US Desert Woody Plant Species,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,1322436,9373326,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.379195694,g/g,LDMC,0.379195694,g/g,Mean,,,,0.379195694,g/g,,,2.25345,"Butterfield, B.J. and J.M. Briggs. 2011. Regeneration niche differentiates functional strategies of desert woody plant species. Oecologia, 165:477-487.","whole leaf,  including petioles",
Butterfield,Bradley,159,Traits of US Desert Woody Plant Species,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,1322552,9374998,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.3408867,g/g,LDMC,0.3408867,g/g,Single,,,,0.3408867,g/g,,,1.85171,"Butterfield, B.J. and J.M. Briggs. 2011. Regeneration niche differentiates functional strategies of desert woody plant species. Oecologia, 165:477-487.","whole leaf, incl. petioles from individual, mature plants in the field",
Butterfield,Bradley,159,Traits of US Desert Woody Plant Species,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,1322553,9375012,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.347607053,g/g,LDMC,0.347607053,g/g,Single,,,,0.347607053,g/g,,,1.92535,"Butterfield, B.J. and J.M. Briggs. 2011. Regeneration niche differentiates functional strategies of desert woody plant species. Oecologia, 165:477-487.","whole leaf, incl. petioles from individual, mature plants in the field",
Butterfield,Bradley,159,Traits of US Desert Woody Plant Species,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,1322554,9375026,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.323049002,g/g,LDMC,0.323049002,g/g,Single,,,,0.323049002,g/g,,,1.64896,"Butterfield, B.J. and J.M. Briggs. 2011. Regeneration niche differentiates functional strategies of desert woody plant species. Oecologia, 165:477-487.","whole leaf, incl. petioles from individual, mature plants in the field",
Butterfield,Bradley,159,Traits of US Desert Woody Plant Species,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,1322555,9375040,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.383333333,g/g,LDMC,0.383333333,g/g,Single,,,,0.383333333,g/g,,,2.29439,"Butterfield, B.J. and J.M. Briggs. 2011. Regeneration niche differentiates functional strategies of desert woody plant species. Oecologia, 165:477-487.","whole leaf, incl. petioles from individual, mature plants in the field",
Butterfield,Bradley,159,Traits of US Desert Woody Plant Species,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,1322556,9375054,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.385813149,g/g,LDMC,0.385813149,g/g,Single,,,,0.385813149,g/g,,,2.31872,"Butterfield, B.J. and J.M. Briggs. 2011. Regeneration niche differentiates functional strategies of desert woody plant species. Oecologia, 165:477-487.","whole leaf, incl. petioles from individual, mature plants in the field",
Butterfield,Bradley,159,Traits of US Desert Woody Plant Species,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,1322557,9375068,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.413587604,g/g,LDMC,0.413587604,g/g,Single,,,,0.413587604,g/g,,,2.58095,"Butterfield, B.J. and J.M. Briggs. 2011. Regeneration niche differentiates functional strategies of desert woody plant species. Oecologia, 165:477-487.","whole leaf, incl. petioles from individual, mature plants in the field",
Butterfield,Bradley,159,Traits of US Desert Woody Plant Species,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,1322558,9375082,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.342911877,g/g,LDMC,0.342911877,g/g,Single,,,,0.342911877,g/g,,,1.87405,"Butterfield, B.J. and J.M. Briggs. 2011. Regeneration niche differentiates functional strategies of desert woody plant species. Oecologia, 165:477-487.","whole leaf, incl. petioles from individual, mature plants in the field",
Butterfield,Bradley,159,Traits of US Desert Woody Plant Species,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,1322559,9375096,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.394080997,g/g,LDMC,0.394080997,g/g,Single,,,,0.394080997,g/g,,,2.3987,"Butterfield, B.J. and J.M. Briggs. 2011. Regeneration niche differentiates functional strategies of desert woody plant species. Oecologia, 165:477-487.","whole leaf, incl. petioles from individual, mature plants in the field",
Butterfield,Bradley,159,Traits of US Desert Woody Plant Species,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,1322560,9375110,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.39445629,g/g,LDMC,0.39445629,g/g,Single,,,,0.39445629,g/g,,9375096,2.3987,"Butterfield, B.J. and J.M. Briggs. 2011. Regeneration niche differentiates functional strategies of desert woody plant species. Oecologia, 165:477-487.","whole leaf, incl. petioles from individual, mature plants in the field",
Butterfield,Bradley,159,Traits of US Desert Woody Plant Species,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,1322561,9375124,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.466230937,g/g,LDMC,0.466230937,g/g,Single,,,,0.466230937,g/g,,,3.0329,"Butterfield, B.J. and J.M. Briggs. 2011. Regeneration niche differentiates functional strategies of desert woody plant species. Oecologia, 165:477-487.","whole leaf, incl. petioles from individual, mature plants in the field",
Sheremetev,Serge,412,The Global Leaf Traits,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,3086947,34343595,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.379195694,g/g,LDMC,379.1956942,mg/g,Single,,,,0.379195694,g/g,,9373326,2.25345,unpub.,mg g-1,
Sheremetev,Serge,412,The Global Leaf Traits,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,3087063,34352851,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.3408867,g/g,LDMC,340.8866995,mg/g,Single,,,,0.3408867,g/g,,9374998,1.85171,unpub.,mg g-1,
Sheremetev,Serge,412,The Global Leaf Traits,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,3087064,34352927,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.347607053,g/g,LDMC,347.6070529,mg/g,Single,,,,0.347607053,g/g,,9375012,1.92535,unpub.,mg g-1,
Sheremetev,Serge,412,The Global Leaf Traits,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,3087065,34353003,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.323049002,g/g,LDMC,323.0490018,mg/g,Single,,,,0.323049002,g/g,,9375026,1.64896,unpub.,mg g-1,
Sheremetev,Serge,412,The Global Leaf Traits,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,3087066,34353079,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.383333333,g/g,LDMC,383.3333333,mg/g,Single,,,,0.383333333,g/g,,9375040,2.29439,unpub.,mg g-1,
Sheremetev,Serge,412,The Global Leaf Traits,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,3087067,34353155,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.385813149,g/g,LDMC,385.8131488,mg/g,Single,,,,0.385813149,g/g,,9375054,2.31872,unpub.,mg g-1,
Sheremetev,Serge,412,The Global Leaf Traits,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,3087068,34353231,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.413587604,g/g,LDMC,413.5876043,mg/g,Single,,,,0.413587604,g/g,,9375068,2.58095,unpub.,mg g-1,
Sheremetev,Serge,412,The Global Leaf Traits,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,3087069,34353307,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.342911877,g/g,LDMC,342.9118774,mg/g,Single,,,,0.342911877,g/g,,9375082,1.87405,unpub.,mg g-1,
Sheremetev,Serge,412,The Global Leaf Traits,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,3087070,34353383,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.394080997,g/g,LDMC,394.0809969,mg/g,Single,,,,0.394080997,g/g,,9375096,2.3987,unpub.,mg g-1,
Sheremetev,Serge,412,The Global Leaf Traits,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,3087071,34353459,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.39445629,g/g,LDMC,394.45629,mg/g,Single,,,,0.39445629,g/g,,9375096,2.3987,unpub.,mg g-1,
Sheremetev,Serge,412,The Global Leaf Traits,Eriogonum fasciculatum,21766,Eriogonum fasciculatum,3087072,34353535,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258,Leaf dry matter content per leaf water-saturated mass (LDMC),LDMC,0.466230937,g/g,LDMC,466.2309368,mg/g,Single,,,,0.466230937,g/g,,9375124,3.0329,unpub.,mg g-1,
