,AccSpeciesID,AccSpeciesName,nSLA,SLA,nLDMC,LDMC,nSWC,SWC,SWC_from_LDMC
1882,9768,Caltha palustris,44,27.38691822,13,0.16426632,0,NA,5.087675169
1883,9771,Calycadenia pauciflora,1,9.972148541,1,0.241666667,0,NA,3.137931029
1884,9775,Calycanthus floridus,23,32.18817577,5,0.291320971,0,NA,2.432639942
1885,9777,Calycanthus occidentalis,6,14.35731841,5,0.260637082,0,NA,2.836752585
1886,9792,Calycophyllum candidissimum,12,14.34071812,5,0.270058011,0,NA,2.702908111
1887,9804,Calyptranthes bipennis,6,14.76292661,0,NA,0,NA,NA
1888,9807,Calyptranthes concinna,1,11.59,0,NA,0,NA,NA
1889,9809,Calyptranthes forsteri,25,12.75439839,23,0.402808709,0,NA,1.48256797
1890,9813,Calyptranthes lucida,1,10.40889112,0,NA,0,NA,NA
1891,9820,Calyptranthes schiedeana,1,9.940357853,0,NA,0,NA,NA
1892,9823,Calyptranthes speciosa,11,13.11170367,0,NA,0,NA,NA
1893,9830,Calyptrogyne costatifrons,3,16.98822327,0,NA,0,NA,NA
1894,9833,Calystegia hederacea,1,10.42397767,0,NA,0,NA,NA
1895,9840,Calystegia pulchra,3,23.69,1,0.203,0,NA,3.926108374
1896,9842,Calystegia sepium,59,39.53588926,35,0.159787382,0,NA,5.258316451
1897,9843,Calystegia silvatica,12,32.2464199,10,0.159644436,0,NA,5.26392016
1898,9844,Calystegia soldanella,85,15.53982794,32,0.119725464,0,NA,7.352442049
1899,9847,Calytrix alpestris,1,2.1,0,NA,0,NA,NA
1900,9848,Calytrix brownii,1,11.74917207,1,0.381313131,0,NA,1.622516556
1901,9849,Calytrix exstipulata,2,8.472470961,1,0.420092593,0,NA,1.380427595
1902,9850,Calytrix flavescens,4,4.185944706,0,NA,0,NA,NA
1903,9854,Calytrix tetragona,9,7.291668719,0,NA,0,NA,NA
1904,9859,Camassia scilloides,51,18.53394969,51,0.210648148,0,NA,3.747252751
1905,9864,Camelina microcarpa,10,20.00081395,5,0.148328,0,NA,5.741815436
1906,9866,Camelina sativa,2,44.88324841,2,0.099696561,0,NA,9.030436282
1907,9869,Camellia caudata,18,12.48500987,16,0.422700607,0,NA,1.365740629
1908,9870,Camellia chekiangoleosa,1,6.126266384,1,0.38757,0,NA,1.580179064
1909,9873,Camellia cordifolia,9,13.50414929,8,0.426917842,0,NA,1.342371067
1910,9879,Camellia fraterna,11,14.59764184,7,0.36382492,0,NA,1.748574785
1911,9880,Camellia furfuracea,3,8.196517146,2,0.398067064,0,NA,1.512139511
1912,9885,Camellia japonica,26,7.242545186,0,NA,0,NA,NA
1913,9894,Camellia oleifera,30,10.63949205,7,0.365396977,0,NA,1.736749517
1914,9895,Camellia pitardii,1,12.32101463,1,0.295748614,0,NA,2.38125
1915,9898,Camellia reticulata,1,8.708792149,0,NA,0,NA,NA
1916,9901,Camellia sasanqua,7,14.93885377,0,NA,0,NA,NA
1917,9902,Camellia semiserrata,25,7.730776859,22,0.435444693,0,NA,1.296502898
1918,9903,Camellia sinensis,30,10.9924469,26,0.426568713,0,NA,1.344288197
1919,9932,Campanula americana,3,48.80314815,1,0.156,0,NA,5.41025641
1920,9933,Campanula barbata,22,20.96750534,17,0.214992092,0,NA,3.651333868
1921,9936,Campanula bononiensis,15,19.448,15,0.277681333,0,NA,2.601250354
1922,9940,Campanula cenisia,20,15.37847002,10,0.219817977,0,NA,3.549218467
1923,9941,Campanula cervicaria,8,20.1375,4,0.23676,0,NA,3.223686434
1924,9943,Campanula cochleariifolia,19,26.98278329,9,0.239188409,0,NA,3.18080459
1925,9946,Campanula erinus,1,31.03448276,0,NA,0,NA,NA
1926,9949,Campanula glomerata,20,20.45223364,13,0.190301508,0,NA,4.254819104
1927,9953,Campanula latifolia,26,57.27125,18,0.145194444,0,NA,5.88731586
1928,9957,Campanula patula,46,22.46482311,4,0.138703809,0,NA,6.20960737
1929,9959,Campanula persicifolia,33,12.27229957,29,0.188292089,0,NA,4.310897592
1930,9966,Campanula pyramidalis,12,16.60321226,0,NA,0,NA,NA
1931,9967,Campanula rapunculoides,53,41.4129699,33,0.145405677,0,NA,5.877310596
1932,9968,Campanula rapunculus,32,35.95401728,25,0.166426125,0,NA,5.008672004
1933,9969,Campanula rhomboidalis,4,25.76,3,0.267336667,0,NA,2.740601738
1934,9970,Campanula rotundifolia,106,24.01712295,65,0.24159934,0,NA,3.139084161
1935,9971,Campanula scheuchzeri,23,18.20519024,18,0.233084286,0,NA,3.290293514
1936,9974,Campanula sibirica,13,15.47118926,5,0.211592,0,NA,3.7260766
1937,9977,Campanula spicata,28,18.05578679,19,0.176112988,0,NA,4.678172913
1938,9980,Campanula trachelium,98,39.10747811,94,0.162395612,0,NA,5.157801862
1939,9982,Campanula tridentata,31,14.70764644,15,0.254900583,0,NA,2.923098125
1940,9986,Camphorosma annua,20,16.77368421,18,0.191785556,0,NA,4.214157016
1941,9988,Camphorosma monspeliaca,1,11.30710086,0,NA,0,NA,NA
1942,10001,Campomanesia aromatica,1,6.711,0,NA,0,NA,NA
1943,10005,Campomanesia guaviroba,3,15.54271347,1,0.429259,0,NA,1.329595885
1944,10006,Campomanesia lineatifolia,3,14.68888495,0,NA,0,NA,NA
1945,10010,Campomanesia xanthocarpa,11,19.75772038,0,NA,0,NA,NA
1946,10011,Campsiandra angustifolia,3,9.611834302,0,NA,0,NA,NA
1947,10014,Campsis radicans,49,21.93722818,23,0.342061997,0,NA,1.923446656
1948,10021,Campylocentrum micranthum,6,14.69946627,6,0.124216588,0,NA,7.050454598
1949,10023,Campyloneurum brevifolium,1,11.49425287,0,NA,0,NA,NA
1950,10028,Cananga odorata,15,11.90649488,0,NA,0,NA,NA
1951,10034,Canarium album,56,11.92179368,25,0.382965706,0,NA,1.611199867
1952,10037,Canarium australasicum,5,12.561,0,NA,0,NA,NA
1953,10038,Canarium australianum,1,NA,1,0.7551,0,NA,0.324327904
1954,10045,Canarium denticulatum,1,15.417,0,NA,0,NA,NA
1955,10046,Canarium dichotomum,4,9.954358371,0,NA,0,NA,NA
1956,10056,Canarium madagascariense,20,5.679847592,0,NA,0,NA,NA
1957,10062,Canarium oleosum,27,13.04396672,0,NA,0,NA,NA
1958,10066,Canarium pimela,10,6.65393343,1,0.3609,0,NA,1.770850651
1959,10074,Canarium schweinfurtii,1,9.599171793,1,0.432178509,0,NA,1.313858693
1960,10076,Canarium sp,7,11.01294638,0,NA,0,NA,NA
1961,10090,Canavalia cathartica,1,NA,1,0.292164179,0,NA,2.422733078
1962,10103,Canella winterana,2,7.762636308,0,NA,0,NA,NA
1963,10108,Canna indica,1,42.85,0,NA,0,NA,NA
1964,10111,Cannabis sativa,29,25.38804931,18,0.280432778,0,NA,2.565916966
1965,10127,Canthium inerme,38,14.9668336,0,NA,0,NA,NA
1966,10147,Canthium sp,2,8.545269358,0,NA,0,NA,NA
1967,10169,Capirona decorticans,12,12.69595241,0,NA,0,NA,NA
1968,10173,Capparis arborea,19,10.39731579,0,NA,0,NA,NA
1969,10176,Capparis baducca,4,14.87989957,0,NA,0,NA,NA
1970,10181,Capparis cynophallophora,2,5.189610143,0,NA,0,NA,NA
1971,10183,Capparis detonsa,3,16.1192678,0,NA,0,NA,NA
1972,10191,Capparis indica,6,6.588795933,3,0.492106471,0,NA,1.032080573
1973,10192,Capparis lasiantha,15,17.4562,0,NA,0,NA,NA
1974,10197,Capparis maroniensis,14,14.27743137,0,NA,0,NA,NA
1975,10198,Capparis mitchellii,2,3.98,0,NA,0,NA,NA
1976,10209,Capparis pittieri,3,17.73797372,1,0.227846695,0,NA,3.38891597
1977,10216,Capparis sepiaria,12,5.859860725,2,0.490215035,0,NA,1.039921111
1978,10220,Capparis spinosa,4,10.82458955,1,0.405495414,0,NA,1.466119134
1979,10223,Capparis umbonata,2,4.81466808,1,0.452842005,0,NA,1.20827571
1980,10226,CAPSELLA BURSA-PASTORIS,185,43.49219059,58,0.154146231,0,NA,5.487346436
1981,10227,Capsella rubella,10,21.80858191,10,0.128242722,0,NA,6.797713471
1982,10231,Capsicum annuum,2,24.84251748,0,NA,0,NA,NA
1983,10240,Caragana arborescens,3,23.53,2,0.36544,0,NA,1.73642732
1984,10245,Caragana jubata,3,10.33610429,0,NA,0,NA,NA
1985,10246,Caragana korshinskii,8,12.03773397,0,NA,0,NA,NA
1986,10248,Caragana microphylla,37,12.62790227,22,0.444327938,0,NA,1.250589968
1987,10253,Caragana sp,4,13.16448751,0,NA,0,NA,NA
1988,10254,Caragana stenophylla,24,13.70122974,14,0.49378638,0,NA,1.025167241
1989,10255,Caragana tibetica,3,11.21053571,2,0.405777778,0,NA,1.464403067
1990,10256,Caraipa densifolia,7,8.711976238,0,NA,0,NA,NA
1991,10257,Caraipa grandifolia,3,6.28474578,0,NA,0,NA,NA
1992,10258,Caraipa heterocarpa,32,13.10162159,0,NA,0,NA,NA
1993,10261,Caraipa myrcioides,5,16.68184017,0,NA,0,NA,NA
1994,10262,Caraipa punctulata,2,6.801205477,0,NA,0,NA,NA
1995,10266,Carallia brachiata,16,19.2605863,14,0.238592777,0,NA,3.191241723
1996,10273,Carapa guianensis,51,11.91571934,30,0.374307988,0,NA,1.671596737
1997,10276,Carapa procera,115,9.992987583,16,0.445854328,0,NA,1.242885036
1998,10281,Cardamine amara,13,36.74882526,8,0.1397725,0,NA,6.154483178
1999,10284,Cardamine bellidifolia,78,21.92960297,32,0.178904622,0,NA,4.589570528
2000,10285,Cardamine bulbifera,77,51.03498811,64,0.119940565,0,NA,7.337462784
2001,10288,Cardamine corymbosa,2,15.95,1,0.191,0,NA,4.235602094
2002,10292,Cardamine enneaphyllos,20,48.48800452,18,0.104476718,0,NA,8.571510498
2003,10293,Cardamine flexuosa,5,43.86696137,1,0.129,0,NA,6.751937984
2004,10294,Cardamine heptaphylla,19,39.78402055,15,0.129928913,0,NA,6.696516298
2005,10295,Cardamine hirsuta,23,26.14459621,13,0.17604838,0,NA,4.680256772
2006,10296,Cardamine impatiens,2,33.78,0,NA,0,NA,NA
2007,10298,Cardamine lilacina,2,19.399,1,0.188,0,NA,4.319148936
2008,10301,Cardamine parviflora,27,35.92526316,17,0.184954706,0,NA,4.406729151
2009,10304,Cardamine pratensis,42,19.02130947,9,0.185225443,0,NA,4.398826347
2010,10306,Cardamine resedifolia,5,17.72461916,4,0.251232574,0,NA,2.980375576
2011,10308,Cardamine sp,2,40.08319504,1,0.196,0,NA,4.102040816
2012,10331,Carduus acanthoides,14,11.60071429,0,NA,0,NA,NA
2013,10338,Carduus collinus,10,14.928,5,0.20519,0,NA,3.873531849
2014,10340,Carduus crispus,3,21.32485166,2,0.154386821,0,NA,5.477236829
2015,10341,Carduus defloratus,17,16.30760875,11,0.155535266,0,NA,5.429410037
2016,10342,Carduus hamulosus,5,12.408,5,0.221174,0,NA,3.5213271
2017,10343,Carduus nutans,13,14.737,3,0.127666667,0,NA,6.832898172
2018,10348,Carduus pycnocephalus,162,16.03422242,6,0.295601753,0,NA,2.382929872
2019,10349,Carduus seminudus,1,25.64102564,0,NA,0,NA,NA
2020,10350,Carduus sp,2,10.28128545,2,0.163986805,0,NA,5.098051597
2021,10351,Carduus tenuiflorus,1,7.458,0,NA,0,NA,NA
2022,10353,Cardwellia sublimis,22,9.354233569,0,NA,0,NA,NA
2023,10354,Carex acuta,260,15.88849581,174,0.306168154,232,1.705095848,2.266179016
2024,10355,Carex acutiformis,10,15.678,5,0.323634,0,NA,2.089910207
2025,10357,Carex alba,17,23.93724355,14,0.334075911,0,NA,1.993331656
2026,10362,Carex appressa,2,17.64,1,0.39,0,NA,1.564102564
2027,10363,Carex appropinquata,22,15.60285714,14,0.369267143,0,NA,1.708066557
2028,10364,Carex aquatilis,187,15.97853299,10,0.401639552,0,NA,1.489794627
2029,10366,Carex arenaria,54,14.87476327,5,0.334965857,0,NA,1.985378891
2030,10369,Carex atherodes,580,NA,235,0.312404585,529,1.264137675,2.200977344
2031,10370,Carex atrata,31,16.89546378,16,0.337548988,0,NA,1.962532949
2032,10371,Carex atrofusca,15,17.80934364,7,0.314118637,0,NA,2.183510565
2033,10381,Carex bicknellii,23,26.52220849,20,0.342244891,0,NA,1.921884377
2034,10383,Carex bigelowii,245,17.89141252,125,0.353456125,0,NA,1.829205464
2035,10384,Carex binervis,3,15.02266667,1,0.36474,0,NA,1.741679004
2036,10386,Carex bohemica,10,25.423,10,0.371284,0,NA,1.693356029
2037,10388,Carex breviculmis,20,15.29084122,8,0.359375,0,NA,1.782608696
2038,10389,Carex brevior,78,21.22211419,74,0.336799059,0,NA,1.96912944
2039,10391,Carex brizoides,12,26.385,4,0.4025025,0,NA,1.484456618
2040,10392,Carex brunnescens,2,13.51598114,0,NA,0,NA,NA
2041,10393,Carex buekii,5,21.414,5,0.397354,0,NA,1.516647624
2042,10394,Carex buxbaumii,14,14.047,4,0.2883275,0,NA,2.46827826
2043,10397,Carex canescens,11,25.98822222,2,0.208845,0,NA,3.788240082
2044,10399,Carex capillaris,28,13.85799438,14,0.345354562,0,NA,1.895574893
2045,10400,Carex capitata,5,13.31364436,0,NA,0,NA,NA
2046,10401,Carex caryophyllea,49,18.37711948,29,0.375144134,0,NA,1.665642107
2047,10403,Carex cephalotes,2,13.26,1,0.343,0,NA,1.915451895
2048,10404,Carex cherokeensis,2,51.26973117,1,0.633253012,0,NA,0.579147641
2049,10405,Carex chordorrhiza,7,21.8425,4,0.34811,0,NA,1.872655195
2050,10406,Carex colensoi,1,12.46062339,0,NA,0,NA,NA
2051,10407,Carex comosa,40,24.60430945,20,0.24853253,0,NA,3.023618159
2052,10411,Carex crinita,49,29.62802406,8,0.2482625,0,NA,3.027994562
2053,10418,Carex curvula,61,10.78927845,43,0.398435546,0,NA,1.509816231
2054,10421,Carex davalliana,9,10.954,5,0.268452,0,NA,2.725060718
2055,10423,Carex demissa,14,18.4525,7,0.262337143,0,NA,2.811888736
2056,10426,Carex diandra,11,14.89272727,7,0.48882,0,NA,1.045742809
2057,10428,Carex digitata,23,30.09865854,15,0.273031581,0,NA,2.662579978
2058,10430,Carex dioica,46,11.6316987,21,0.385385644,0,NA,1.594803455
2059,10433,Carex dissita,2,17.63537695,0,NA,0,NA,NA
2060,10435,Carex distans,18,20.053,10,0.298829,0,NA,2.34639543
2061,10436,Carex disticha,22,16.01220277,13,0.409663846,0,NA,1.441025757
2062,10437,Carex divisa,12,8.886245428,10,0.50338,0,NA,0.986570782
2063,10438,Carex divulsa,3,23.49684326,0,NA,0,NA,NA
2064,10439,Carex duriuscula,425,10.94243253,197,0.373366145,294,1.245215035,1.678336033
2065,10440,Carex ebenea,1,17.93563872,0,NA,0,NA,NA
2066,10442,Carex echinata,10,16.706,2,0.373383156,0,NA,1.678214011
2067,10443,Carex elata,31,11.80798777,18,0.369190994,0,NA,1.708625121
2068,10446,Carex elongata,9,40.302,5,0.262362,0,NA,2.811527584
2069,10450,Carex ericetorum,18,9.398188314,9,0.374335112,0,NA,1.671403158
2070,10451,Carex extensa,8,9.1475,5,0.322676,0,NA,2.099083911
2071,10454,Carex ferruginea,9,20.01014286,7,0.333428571,0,NA,1.999143102
2072,10456,Carex filifolia,7,10.8070203,0,NA,0,NA,NA
2073,10459,Carex firma,20,9.787645069,10,0.418470178,0,NA,1.389656545
2074,10460,Carex flacca,75,15.27472746,21,0.340368083,0,NA,1.937995803
2075,10461,Carex flava,8,22.005,4,0.258175,0,NA,2.873341726
2076,10462,Carex foenea,17,19.29608841,6,0.335657227,0,NA,1.979229761
2077,10464,Carex folliculata,1,24.26006793,0,NA,0,NA,NA
2078,10465,Carex forsteri,1,10.02000833,0,NA,0,NA,NA
2079,10467,Carex frigida,6,27.42666667,3,0.228796667,0,NA,3.370693046
2080,10469,Carex fuliginosa,2,15.00413655,1,0.43463,0,NA,1.300807583
2081,10471,Carex fuscula,3,18.92466667,1,0.37,0,NA,1.702702703
2082,10472,Carex gaudichaudiana,49,11.27409554,38,0.381045092,0,NA,1.624361316
2083,10474,Carex geyeri,15,10.9393578,13,0.390981345,0,NA,1.557666786
2084,10479,Carex globularis,11,20.63844086,7,0.370159915,0,NA,1.70153509
2085,10485,Carex grisea,2,29.51807229,0,NA,0,NA,NA
2086,10489,Carex halleriana,12,14.22824342,3,0.385196667,0,NA,1.596076463
2087,10492,Carex hartmanii,15,17.016,5,0.409208,0,NA,1.44374499
2088,10493,Carex hebes,18,11.51554545,7,0.426428571,0,NA,1.345058626
2089,10497,Carex hirta,44,18.14237179,11,0.298332437,0,NA,2.351965377
2090,10501,Carex hostiana,10,16.43666667,5,0.34319,0,NA,1.913837816
2091,10502,Carex houghtoniana,10,19.36329653,10,0.28495343,0,NA,2.509345373
2092,10503,Carex humilis,22,14.50584615,10,0.368715546,0,NA,1.712117812
2093,10504,Carex hystericina,42,20.58681007,20,0.268352523,0,NA,2.726441588
2094,10508,Carex interior,23,26.43358264,0,NA,0,NA,NA
2095,10509,Carex intumescens,19,37.242361,16,0.2896,0,NA,2.453038674
2096,10510,Carex inversa,5,9.175366067,0,NA,0,NA,NA
2097,10517,Carex kauaiensis,2,6.682,0,NA,0,NA,NA
2098,10520,Carex kobomugi,9,9.985362471,9,0.255760266,0,NA,2.909911473
2099,10522,Carex korshinskyi,3,13.93903819,1,0.5407318,0,NA,0.849345646
2100,10524,Carex lachenalii,14,19.07837342,7,0.353640855,0,NA,1.827727585
2101,10525,Carex lacustris,16,13.83320267,16,0.371375,0,NA,1.692696062
2102,10527,Carex laevigata,5,18.79333333,2,0.272,0,NA,2.676470588
2103,10528,Carex lanceolata,9,15.45890819,0,NA,0,NA,NA
2104,10531,Carex lasiocarpa,30,10.64010636,13,0.36862,0,NA,1.712820791
2105,10536,Carex lepidocarpa,5,16.44666667,2,0.3365,0,NA,1.971768202
2106,10537,Carex leporina,39,21.60450649,26,0.389551369,0,NA,1.567055543
2107,10543,Carex limosa,11,25.59571429,5,0.311958,0,NA,2.205559723
2108,10544,Carex liparocarpos,11,11.96452666,8,0.5448375,0,NA,0.83540964
2109,10545,Carex lithophila,405,NA,209,0.317948326,379,1.552999116,2.145165169
2110,10552,Carex lupulina,29,25.34131068,2,0.1979,0,NA,4.0530571
2111,10553,Carex lurida,29,29.77137612,0,NA,0,NA,NA
2112,10559,Carex magellanica,12,25.13463204,6,0.295235569,0,NA,2.387125758
2113,10560,Carex maritima,2,NA,2,0.319320918,0,NA,2.131645765
2114,10561,Carex meadii,61,20.9691054,59,0.354910997,0,NA,1.817607817
2115,10563,Carex melanantha,3,16.61129568,0,NA,0,NA,NA
2116,10564,Carex melanostachya,235,NA,159,0.374667922,223,1.328151045,1.669030206
2117,10569,Carex michelii,10,26.044,10,0.29851,0,NA,2.349971525
2118,10573,Carex montana,28,17.97466381,15,0.378477333,0,NA,1.642166153
2119,10574,Carex moorcroftii,8,13.36071545,3,0.526882352,0,NA,0.897956907
2120,10575,Carex mucronata,18,6.17771221,9,0.410522535,0,NA,1.43591987
2121,10578,Carex muricata,5,17.06666667,2,0.338,0,NA,1.958579882
2122,10579,Carex muskingumensis,3,26.77170667,3,0.2684,0,NA,2.725782414
2123,10583,Carex nigra,102,19.32867267,33,0.34230128,0,NA,1.921403042
2124,10584,Carex normalis,1,28.84,0,NA,0,NA,NA
2125,10585,Carex norvegica,8,17.5,2,0.37647,0,NA,1.65625415
2126,10587,Carex obnupta,40,3.812648972,0,NA,0,NA,NA
2127,10588,Carex obtusata,9,16.56613571,0,NA,0,NA,NA
2128,10591,Carex oligosperma,1,19,0,NA,0,NA,NA
2129,10593,Carex orbicularis,3,12.18026797,0,NA,0,NA,NA
2130,10594,Carex ornithopoda,68,19.0424675,59,0.26795476,0,NA,2.731973262
2131,10597,Carex otrubae,3,18.28,1,0.318,0,NA,2.144654088
2132,10600,Carex pairae,10,24.19,10,0.28772,0,NA,2.475601279
2133,10601,Carex pallescens,37,24.93065583,18,0.270634923,0,NA,2.695014628
2134,10603,Carex panicea,38,20.46741484,12,0.363844307,0,NA,1.74842833
2135,10604,Carex paniculata,16,14.95328031,5,0.30042,0,NA,2.328673191
2136,10607,Carex parviflora,7,12.55397725,1,0.37986,0,NA,1.632548834
2137,10608,Carex pauciflora,15,19.0375,8,0.30253875,0,NA,2.30536171
2138,10610,Carex pediformis,16,17.02825916,4,0.281607664,0,NA,2.551039715
2139,10611,Carex pedunculata,9,35.70945581,9,0.338145138,0,NA,1.957310009
2140,10613,Carex pendula,5,14.39666667,2,0.3015,0,NA,2.316749585
2141,10614,Carex pensylvanica,136,27.68707464,122,0.328584448,0,NA,2.043357666
2142,10618,Carex pichinchensis,2,11.36363636,0,NA,0,NA,NA
2143,10619,Carex pilosa,19,20.12142857,15,0.419585333,0,NA,1.383305422
2144,10620,Carex pilulifera,37,21.87971233,18,0.305594568,0,NA,2.272309469
2145,10622,Carex plantaginea,7,37.67821714,7,0.223242857,0,NA,3.479426633
2146,10626,Carex praecox,2,16.05,0,NA,0,NA,NA
2147,10628,Carex projecta,1,23.33722287,0,NA,0,NA,NA
2148,10632,Carex pseudocyperus,16,22.23468765,9,0.294202222,0,NA,2.399022592
2149,10633,Carex pseudofoetida,3,19.19385797,0,NA,0,NA,NA
2150,10634,Carex pulicaris,13,10.005,6,0.348168333,0,NA,1.872173901
2151,10635,Carex punctata,8,32.025,4,0.2979025,0,NA,2.356802981
2152,10641,Carex remota,6,24.93825798,2,0.254,0,NA,2.937007874
2153,10643,Carex retrorsa,1,23.00437083,0,NA,0,NA,NA
2154,10644,Carex richardsonii,52,24.02557826,49,0.331001651,0,NA,2.02113297
2155,10645,Carex riparia,25,14.62999089,11,0.371661039,0,NA,1.690623703
2156,10646,Carex rossii,4,10.15683704,0,NA,0,NA,NA
2157,10647,Carex rostrata,44,15.31941747,16,0.310555504,0,NA,2.220036315
2158,10648,Carex rotundata,4,10.41565003,2,0.336827534,0,NA,1.968878429
2159,10650,Carex rupestris,55,12.97371772,28,0.357076663,0,NA,1.80051906
2160,10653,Carex sartwellii,12,21.4530908,12,0.350216543,0,NA,1.855376253
2161,10654,Carex saxatilis,28,12.70409676,12,0.335158333,0,NA,1.983664437
2162,10655,Carex scabrata,7,40.89594794,7,0.216,0,NA,3.62962963
2163,10657,Carex scopulorum,10,14.06272937,0,NA,0,NA,NA
2164,10660,Carex sempervirens,191,14.29845634,139,0.390334687,0,NA,1.561904013
2165,10664,Carex siccata,47,19.09831698,42,0.337766826,0,NA,1.960622312
2166,10665,Carex siderosticta,2,36.47609214,0,NA,0,NA,NA
2167,10666,Carex sp,266,18.6102174,146,0.325850298,0,NA,2.068893927
2168,10667,Carex sparganioides,6,31.9630529,6,0.225734031,0,NA,3.42999221
2169,10669,Carex spicata,17,22.06583333,5,0.302596,0,NA,2.304736348
2170,10672,Carex stenocarpa,33,22.72727273,30,0.420220029,0,NA,1.379705702
2171,10673,Carex stenophylla,13,11.52192753,9,0.490888889,0,NA,1.037120869
2172,10675,Carex stipata,36,15.54195753,0,NA,0,NA,NA
2173,10677,Carex stricta,25,20.45434399,13,0.325976923,0,NA,2.067701819
2174,10678,Carex strigosa,5,41.836,0,NA,0,NA,NA
2175,10681,Carex supina,1,14.77541371,0,NA,0,NA,NA
2176,10682,Carex sylvatica,54,23.3778983,45,0.293770759,0,NA,2.404014763
2177,10689,Carex trinervis,16,18.435,9,0.276217778,0,NA,2.620331783
2178,10692,Carex tuckermanii,5,32.91210351,4,0.2274,0,NA,3.397537379
2179,10697,Carex umbrosa,46,20.35576305,31,0.376592342,0,NA,1.655391223
2180,10700,Carex utriculata,25,12.6517417,0,NA,0,NA,NA
2181,10701,Carex vaginata,32,22.42746893,15,0.301598252,0,NA,2.315669084
2182,10702,Carex vesicaria,14,17.662,9,0.365534444,0,NA,1.7357203
2183,10703,Carex viridula,26,16.91545756,9,0.371649453,0,NA,1.690707578
2184,10704,Carex vulpina,132,19.60398712,92,0.344237051,96,1.57378855,1.90497492
2185,10705,Carex vulpinoidea,20,18.39281719,18,0.314967534,0,NA,2.174930407
2186,10708,Carex xerantica,3,14.68584699,3,0.356725146,0,NA,1.803278689
2187,10723,Cariniana estrellensis,11,17.63665138,1,0.428261243,0,NA,1.335023343
2188,10725,Cariniana ianeirensis,22,28.67830275,2,0.338646066,0,NA,1.952935529
2189,10728,Cariniana micrantha,23,27.76086748,0,NA,0,NA,NA
2190,10732,Cariniana sp,5,28.753842,0,NA,0,NA,NA
2191,10733,Carissa bispinosa,15,10.15628578,1,0.49664,0,NA,1.013530928
2192,10738,Carissa macrocarpa,1,5.656779661,0,NA,0,NA,NA
2193,10742,Carissa spinarum,72,8.508750852,2,0.473935831,0,NA,1.109990285
2194,10746,Carlina acaulis,46,13.49587053,33,0.203888145,0,NA,3.904650053
2195,10748,Carlina corymbosa,8,13.41433611,0,NA,0,NA,NA
2196,10750,Carlina racemosa,2,14.51,1,0.31405,0,NA,2.184206337
2197,10752,Carlina vulgaris,77,17.90376418,61,0.16268694,0,NA,5.146774922
2198,10753,Carludovica palmata,3,20.00065798,0,NA,0,NA,NA
2199,10761,Carnarvonia araliifolia,10,8.464127439,0,NA,0,NA,NA
2200,10767,Carpha alpina,1,7.511817997,0,NA,0,NA,NA
2201,10768,Carpha nivicola,2,8.364,1,0.361,0,NA,1.770083102
2202,10773,Carpinus betulus,94,19.35272317,9,0.252981111,0,NA,2.952864289
2203,10774,Carpinus caroliniana,109,28.47875714,5,0.280449582,0,NA,2.565703295
2204,10775,Carpinus cordata,32,41.70424919,23,0.296179316,0,NA,2.376333003
2205,10777,Carpinus japonica,1,26.66666667,0,NA,0,NA,NA
2206,10779,Carpinus laxiflora,3,21.86033682,0,NA,0,NA,NA
2207,10781,Carpinus orientalis,21,30.9765621,0,NA,0,NA,NA
2208,10784,Carpinus tschonoskii,2,25.05916945,1,0.477017961,0,NA,1.096357124
2209,10786,Carpinus viminea,1,17.2177713,1,0.39285,0,NA,1.545500827
2210,10787,Carpobrotus acinaciformis,43,6.495681629,0,NA,0,NA,NA
2211,10793,Carpodetus serratus,132,15.60825303,51,0.325426317,0,NA,2.072892231
2212,10801,Carpotroche longifolia,4,14.31046626,0,NA,0,NA,NA
2213,10803,Carrichtera annua,1,13.817,0,NA,0,NA,NA
2214,10806,Carronia protensa,2,14.2208177,0,NA,0,NA,NA
2215,10810,Carthamus glaucus,2,25.82956479,1,0.117090801,0,NA,7.540380591
2216,10811,Carthamus lanatus,15,9.131642857,11,0.37656,0,NA,1.65561929
2217,10816,Carthamus tinctorius,1,14.15,0,NA,0,NA,NA
2218,10820,Carum carvi,122,17.84949339,52,0.269910118,0,NA,2.704937066
2219,10825,Carya alba,250,19.68828979,58,0.292611384,0,NA,2.417502039
2220,10829,Carya cordiformis,61,29.14383012,17,0.270859201,0,NA,2.691955064
2221,10830,Carya floridana,2,11.76741169,0,NA,0,NA,NA
2222,10831,Carya glabra,199,18.76571978,23,0.286877749,0,NA,2.485805375
2223,10833,Carya illinoinensis,1,22.42152466,0,NA,0,NA,NA
2224,10838,Carya ovalis,10,18.35579616,0,NA,0,NA,NA
2225,10839,Carya ovata,153,20.72443888,47,0.289963229,0,NA,2.448713144
2226,10840,Carya pallida,11,10.67372771,0,NA,0,NA,NA
2227,10844,Carya texana,93,19.95150096,39,0.2741553,0,NA,2.647567641
2228,10849,Caryocar brasiliense,29,8.722432045,0,NA,0,NA,NA
2229,10852,Caryocar glabrum,30,13.99502504,0,NA,0,NA,NA
2230,10854,Caryocar microcarpum,1,11.32502831,0,NA,0,NA,NA
2231,10857,Caryocar sp,2,8.916296898,0,NA,0,NA,NA
2232,10860,Caryodaphnopsis fosteri,6,15.16494066,0,NA,0,NA,NA
2233,10861,Caryodaphnopsis tomentosa,3,16.50672445,0,NA,0,NA,NA
